recommender,district,visits,visit_share,spend,spend_share,run
popularity,Sant Andreu,4,0.0003654636820465966,60.480000000000004,0.00030697980095241987,4
popularity,Sant Marti,599,0.05472818638647784,8595.75999999995,0.043629707239331295,4
popularity,Sants-Montjuic,452,0.04129739607126542,9293.840000000044,0.047172968804293176,4
popularity,Sarria-Sant Gervasi,185,0.016902695294655094,4325.359999999993,0.021954334521288966,4
personalized,Ciutat Vella,4563,0.42117408159497877,65562.1600000003,0.36679559662854466,4
personalized,Eixample,1570,0.144914159128669,35066.84000000012,0.1961857647715954,4
personalized,Gracia,627,0.057873361639283735,12006.239999999902,0.06717039164154204,4
personalized,Horta-Guinardo,246,0.02270629499723094,4424.800000000003,0.02475508976461389,4
personalized,Les Corts,142,0.013106885730108916,3430.359999999992,0.01919157243828888,4
personalized,Nou Barris,312,0.02879822780136607,3902.0400000000163,0.021830444418982627,4
personalized,Sant Andreu,116,0.010707033413328411,1778.400000000001,0.00994947831255409,4
personalized,Sant Marti,1801,0.16623592394314196,23232.780000000064,0.12997865539267933,4
personalized,Sants-Montjuic,1001,0.09239431419604947,21319.819999999945,0.11927636455103253,4
personalized,Sarria-Sant Gervasi,456,0.04208971755584272,8019.599999999963,0.04486664208016102,4
sustainable,Ciutat Vella,3237,0.30460148677895926,47633.3800000003,0.26817024263546935,4
sustainable,Eixample,1138,0.10708572503999247,25204.240000000133,0.1418968621635205,4
sustainable,Gracia,764,0.07189234967535522,14703.639999999863,0.08277973778943527,4
sustainable,Horta-Guinardo,512,0.04817916627458361,8927.440000000046,0.050260421387556195,4
sustainable,Les Corts,291,0.027383080831843418,6875.939999999967,0.03871072130818574,4
sustainable,Nou Barris,611,0.05749505975345817,7636.680000000037,0.042993596686387414,4
sustainable,Sant Andreu,481,0.045262068316552176,7336.43999999997,0.041303281330876414,4
sustainable,Sant Marti,1745,0.16420438505693047,22985.840000000062,0.1294075350096939,4
sustainable,Sants-Montjuic,1117,0.1051096264232615,23090.379999999917,0.12999608272906787,4
sustainable,Sarria-Sant Gervasi,731,0.06878705184906371,13229.680000000062,0.07448151895980529,4
